Time (s),I,II,III,aVR,aVL,aVF,V1,V2,V3,V4,V5,V6
5.386,0.293,-0.239,-0.532,-0.024,0.41,-0.386,-1.381,-2.298,-2.216,-1.366,-1.093,-0.839
5.388,0.405,-0.249,-0.654,-0.078,0.527,-0.454,-1.44,-2.24,-2.186,-1.415,-1.166,-0.893
5.39,0.517,-0.268,-0.786,-0.122,0.649,-0.527,-1.464,-2.123,-2.094,-1.376,-1.171,-0.917
5.392,0.566,-0.283,-0.849,-0.142,0.708,-0.566,-1.425,-1.932,-1.932,-1.288,-1.132,-0.898
5.394,0.537,-0.273,-0.81,-0.132,0.673,-0.542,-1.313,-1.693,-1.698,-1.137,-1.02,-0.825
5.396,0.498,-0.239,-0.737,-0.127,0.615,-0.488,-1.132,-1.396,-1.381,-0.898,-0.83,-0.678
5.398,0.429,-0.195,-0.625,-0.117,0.527,-0.41,-0.952,-1.118,-1.098,-0.649,-0.625,-0.537
5.4,0.298,-0.195,-0.493,-0.049,0.395,-0.346,-0.81,-0.908,-0.869,-0.444,-0.444,-0.4
5.402,0.2,-0.19,-0.39,-0.005,0.293,-0.293,-0.693,-0.737,-0.688,-0.278,-0.303,-0.283
5.404,0.181,-0.171,-0.351,-0.005,0.264,-0.264,-0.59,-0.576,-0.527,-0.151,-0.19,-0.21
5.406,0.156,-0.156,-0.312,0.0,0.234,-0.234,-0.488,-0.429,-0.395,-0.029,-0.098,-0.161
5.408,0.102,-0.171,-0.273,0.034,0.185,-0.224,-0.395,-0.307,-0.283,0.054,-0.039,-0.137
5.41,0.073,-0.19,-0.264,0.059,0.166,-0.229,-0.332,-0.21,-0.215,0.083,-0.02,-0.151
5.412,0.083,-0.166,-0.249,0.044,0.166,-0.21,-0.283,-0.132,-0.137,0.132,0.02,-0.127
5.414,0.093,-0.132,-0.224,0.02,0.156,-0.181,-0.229,-0.049,-0.044,0.229,0.112,-0.039
5.416,0.059,-0.122,-0.181,0.034,0.117,-0.151,-0.195,-0.005,0.015,0.273,0.176,0.01
5.418,0.005,-0.102,-0.107,0.049,0.054,-0.107,-0.176,-0.005,0.01,0.254,0.156,0.005
5.42,-0.01,-0.083,-0.073,0.049,0.029,-0.078,-0.156,0.005,0.02,0.249,0.142,0.005
5.422,-0.01,-0.073,-0.063,0.044,0.024,-0.068,-0.142,0.02,0.049,0.278,0.156,0.024
5.424,-0.005,-0.088,-0.083,0.049,0.039,-0.088,-0.132,0.0,0.024,0.259,0.137,0.01
5.426,-0.015,-0.102,-0.088,0.059,0.034,-0.098,-0.137,-0.005,0.0,0.224,0.117,-0.015
5.428,-0.015,-0.102,-0.088,0.059,0.034,-0.098,-0.127,0.01,0.02,0.254,0.161,0.01
5.43,-0.005,-0.088,-0.083,0.049,0.039,-0.088,-0.132,0.039,0.059,0.307,0.22,0.049
5.432,-0.015,-0.063,-0.049,0.039,0.015,-0.059,-0.127,0.063,0.078,0.327,0.249,0.068
5.434,-0.024,-0.083,-0.059,0.054,0.015,-0.073,-0.102,0.078,0.088,0.307,0.239,0.078
5.436,-0.015,-0.132,-0.117,0.073,0.049,-0.127,-0.093,0.083,0.088,0.278,0.21,0.073
5.438,-0.005,-0.132,-0.127,0.068,0.059,-0.132,-0.083,0.083,0.088,0.283,0.21,0.068
5.44,0.0,-0.132,-0.132,0.068,0.063,-0.132,-0.078,0.078,0.098,0.288,0.205,0.078
5.442,-0.005,-0.142,-0.137,0.073,0.063,-0.142,-0.078,0.068,0.098,0.288,0.205,0.078
5.444,0.0,-0.142,-0.142,0.073,0.068,-0.142,-0.083,0.054,0.088,0.283,0.21,0.088
5.446,0.01,-0.112,-0.122,0.054,0.063,-0.117,-0.098,0.039,0.078,0.278,0.21,0.088
5.448,0.02,-0.093,-0.112,0.039,0.063,-0.102,-0.102,0.044,0.073,0.283,0.215,0.088
5.45,0.029,-0.078,-0.107,0.024,0.068,-0.093,-0.107,0.044,0.068,0.283,0.22,0.078
5.452,0.044,-0.078,-0.122,0.02,0.083,-0.102,-0.112,0.044,0.059,0.278,0.205,0.063
5.454,0.039,-0.054,-0.093,0.01,0.063,-0.073,-0.102,0.054,0.078,0.283,0.215,0.078
5.456,0.039,-0.039,-0.078,0.0,0.059,-0.059,-0.093,0.063,0.102,0.288,0.215,0.083
5.458,0.044,-0.039,-0.083,0.0,0.063,-0.063,-0.083,0.068,0.122,0.298,0.22,0.083
5.46,0.059,-0.044,-0.102,-0.005,0.078,-0.073,-0.078,0.073,0.142,0.307,0.224,0.088
5.462,0.034,-0.068,-0.102,0.02,0.068,-0.088,-0.073,0.073,0.137,0.288,0.215,0.078
5.464,0.005,-0.093,-0.098,0.044,0.049,-0.098,-0.068,0.073,0.132,0.278,0.215,0.083
5.466,-0.015,-0.102,-0.088,0.059,0.034,-0.098,-0.059,0.073,0.122,0.273,0.21,0.083
5.468,-0.029,-0.107,-0.078,0.068,0.024,-0.093,-0.054,0.073,0.107,0.264,0.2,0.093
5.47,-0.024,-0.102,-0.078,0.063,0.024,-0.093,-0.063,0.073,0.107,0.283,0.215,0.093
5.472,-0.02,-0.102,-0.083,0.063,0.029,-0.093,-0.063,0.078,0.112,0.288,0.215,0.093
5.474,0.005,-0.102,-0.107,0.049,0.054,-0.107,-0.063,0.078,0.127,0.288,0.22,0.093
5.476,0.015,-0.088,-0.102,0.039,0.059,-0.098,-0.063,0.083,0.151,0.278,0.224,0.093
5.478,0.024,-0.088,-0.112,0.034,0.068,-0.102,-0.073,0.083,0.146,0.288,0.21,0.083
5.48,0.015,-0.093,-0.107,0.039,0.059,-0.102,-0.068,0.083,0.146,0.288,0.215,0.088
5.482,0.015,-0.093,-0.107,0.039,0.059,-0.102,-0.068,0.088,0.151,0.293,0.224,0.093
5.484,0.01,-0.093,-0.102,0.044,0.054,-0.098,-0.068,0.088,0.151,0.303,0.224,0.093
5.486,0.02,-0.088,-0.107,0.034,0.063,-0.098,-0.059,0.088,0.142,0.298,0.224,0.093
5.488,0.02,-0.083,-0.102,0.034,0.059,-0.093,-0.059,0.088,0.142,0.298,0.215,0.093
5.49,0.02,-0.078,-0.098,0.029,0.059,-0.088,-0.049,0.093,0.161,0.293,0.224,0.088
5.492,0.02,-0.073,-0.093,0.029,0.054,-0.083,-0.044,0.098,0.176,0.293,0.224,0.083
5.494,0.015,-0.083,-0.098,0.034,0.054,-0.093,-0.034,0.112,0.181,0.298,0.224,0.098
5.496,0.005,-0.088,-0.093,0.044,0.049,-0.093,-0.039,0.122,0.185,0.298,0.224,0.098
5.498,-0.005,-0.088,-0.083,0.049,0.039,-0.088,-0.039,0.127,0.195,0.307,0.224,0.083
5.5,-0.01,-0.093,-0.083,0.054,0.034,-0.088,-0.029,0.132,0.195,0.317,0.224,0.083
5.502,-0.005,-0.073,-0.068,0.039,0.029,-0.073,-0.029,0.127,0.195,0.307,0.234,0.083
5.504,0.005,-0.068,-0.073,0.034,0.039,-0.073,-0.029,0.127,0.195,0.303,0.229,0.088
5.506,0.01,-0.068,-0.078,0.029,0.044,-0.073,-0.029,0.132,0.195,0.303,0.239,0.093
5.508,0.015,-0.063,-0.078,0.024,0.044,-0.073,-0.024,0.137,0.21,0.303,0.224,0.093
5.51,0.015,-0.068,-0.083,0.029,0.049,-0.078,-0.024,0.151,0.224,0.312,0.229,0.083
5.512,0.029,-0.083,-0.112,0.029,0.068,-0.098,-0.015,0.161,0.234,0.322,0.229,0.093
5.514,0.039,-0.088,-0.127,0.024,0.083,-0.107,-0.02,0.176,0.254,0.332,0.234,0.093
5.516,0.024,-0.088,-0.112,0.034,0.068,-0.102,-0.024,0.185,0.254,0.332,0.234,0.093
5.518,0.029,-0.088,-0.117,0.029,0.073,-0.102,-0.02,0.185,0.273,0.322,0.224,0.078
5.52,0.029,-0.078,-0.107,0.024,0.068,-0.093,-0.015,0.195,0.273,0.327,0.224,0.078
5.522,0.029,-0.068,-0.098,0.02,0.063,-0.083,-0.01,0.2,0.283,0.346,0.22,0.078
5.524,0.034,-0.068,-0.102,0.02,0.068,-0.088,0.0,0.205,0.298,0.351,0.22,0.078
5.526,0.02,-0.063,-0.083,0.024,0.049,-0.073,0.01,0.229,0.312,0.351,0.234,0.078
5.528,0.015,-0.063,-0.078,0.024,0.044,-0.073,0.015,0.239,0.322,0.351,0.239,0.083
5.53,-0.005,-0.059,-0.054,0.034,0.024,-0.059,0.02,0.249,0.322,0.366,0.244,0.088
5.532,-0.02,-0.049,-0.029,0.034,0.005,-0.039,0.02,0.259,0.332,0.381,0.259,0.093
5.534,-0.02,-0.044,-0.024,0.034,0.0,-0.034,0.034,0.268,0.337,0.386,0.249,0.088
5.536,-0.02,-0.044,-0.024,0.034,0.0,-0.034,0.044,0.288,0.361,0.386,0.244,0.088
5.538,-0.029,-0.039,-0.01,0.034,-0.01,-0.024,0.049,0.303,0.371,0.386,0.244,0.088
5.54,-0.029,-0.044,-0.015,0.039,-0.01,-0.029,0.054,0.303,0.376,0.39,0.254,0.088
5.542,-0.005,-0.078,-0.073,0.044,0.034,-0.078,0.063,0.317,0.395,0.395,0.254,0.088
5.544,-0.005,-0.073,-0.068,0.039,0.029,-0.073,0.068,0.342,0.405,0.405,0.259,0.088
5.546,0.005,-0.088,-0.093,0.044,0.049,-0.093,0.083,0.366,0.42,0.425,0.268,0.088
5.548,0.005,-0.102,-0.107,0.049,0.054,-0.107,0.088,0.386,0.429,0.425,0.268,0.088
5.55,0.029,-0.083,-0.112,0.029,0.068,-0.098,0.093,0.39,0.434,0.415,0.259,0.088
5.552,0.024,-0.073,-0.098,0.024,0.059,-0.088,0.093,0.405,0.449,0.425,0.259,0.083
5.554,0.02,-0.068,-0.088,0.024,0.054,-0.078,0.088,0.415,0.464,0.444,0.264,0.078
5.556,0.024,-0.063,-0.088,0.02,0.054,-0.078,0.098,0.434,0.488,0.449,0.268,0.078
5.558,0.024,-0.059,-0.083,0.02,0.054,-0.073,0.107,0.459,0.503,0.444,0.259,0.068
5.56,0.039,-0.054,-0.093,0.01,0.063,-0.073,0.122,0.478,0.517,0.449,0.268,0.073
5.562,0.029,-0.049,-0.078,0.01,0.054,-0.063,0.132,0.508,0.542,0.473,0.278,0.073
5.564,0.01,-0.034,-0.044,0.015,0.024,-0.039,0.146,0.522,0.561,0.483,0.278,0.073
5.566,-0.01,-0.039,-0.029,0.024,0.01,-0.034,0.171,0.561,0.59,0.508,0.273,0.068
5.568,-0.02,-0.044,-0.024,0.034,0.0,-0.034,0.176,0.576,0.6,0.508,0.288,0.063
5.57,-0.024,-0.049,-0.024,0.039,0.0,-0.039,0.185,0.595,0.62,0.508,0.298,0.059
5.572,-0.02,-0.054,-0.034,0.039,0.005,-0.044,0.195,0.625,0.644,0.517,0.298,0.054
5.574,-0.039,-0.034,0.005,0.039,-0.024,-0.015,0.205,0.654,0.664,0.537,0.298,0.059
5.576,-0.044,-0.034,0.01,0.039,-0.029,-0.015,0.22,0.678,0.693,0.551,0.312,0.063
5.578,-0.044,-0.034,0.01,0.039,-0.029,-0.015,0.234,0.703,0.722,0.566,0.322,0.059
5.58,-0.054,-0.044,0.01,0.049,-0.034,-0.02,0.244,0.727,0.737,0.586,0.327,0.063
5.582,-0.024,-0.024,0.0,0.024,-0.015,-0.015,0.268,0.747,0.747,0.59,0.322,0.054
5.584,-0.015,-0.024,-0.01,0.02,-0.005,-0.02,0.278,0.766,0.771,0.595,0.322,0.054
5.586,-0.01,-0.015,-0.005,0.015,-0.005,-0.01,0.288,0.786,0.795,0.605,0.322,0.059
5.588,0.0,-0.015,-0.015,0.01,0.005,-0.015,0.303,0.805,0.815,0.62,0.327,0.059
5.59,0.005,-0.02,-0.024,0.01,0.015,-0.024,0.298,0.815,0.83,0.625,0.317,0.054
5.592,0.01,-0.02,-0.029,0.005,0.02,-0.024,0.303,0.83,0.839,0.625,0.317,0.044
5.594,0.015,-0.024,-0.039,0.005,0.024,-0.034,0.303,0.844,0.844,0.62,0.317,0.034
5.596,0.024,-0.02,-0.044,0.0,0.034,-0.034,0.312,0.854,0.849,0.615,0.317,0.02
5.598,0.015,-0.015,-0.029,0.0,0.02,-0.024,0.332,0.883,0.854,0.625,0.322,0.024
5.6,-0.015,-0.015,0.0,0.015,-0.01,-0.01,0.342,0.893,0.874,0.644,0.332,0.029
5.602,-0.044,-0.015,0.029,0.029,-0.039,0.005,0.356,0.908,0.903,0.649,0.337,0.034
5.604,-0.059,-0.01,0.049,0.034,-0.054,0.02,0.366,0.913,0.932,0.649,0.337,0.044
5.606,-0.063,0.0,0.063,0.034,-0.063,0.029,0.381,0.917,0.947,0.649,0.332,0.039
5.608,-0.059,0.005,0.063,0.029,-0.063,0.034,0.386,0.917,0.947,0.649,0.332,0.044
5.61,-0.044,0.015,0.059,0.015,-0.054,0.034,0.386,0.917,0.942,0.659,0.337,0.049
5.612,-0.039,0.024,0.063,0.01,-0.054,0.044,0.386,0.913,0.932,0.659,0.346,0.049
5.614,-0.039,0.005,0.044,0.02,-0.044,0.024,0.386,0.917,0.937,0.654,0.337,0.049
5.616,-0.044,0.005,0.049,0.02,-0.049,0.024,0.386,0.913,0.927,0.654,0.322,0.049
5.618,-0.054,-0.005,0.049,0.029,-0.054,0.02,0.381,0.898,0.932,0.63,0.307,0.039
5.62,-0.063,-0.015,0.049,0.039,-0.059,0.015,0.381,0.874,0.927,0.615,0.303,0.039
5.622,-0.073,-0.005,0.068,0.039,-0.073,0.029,0.371,0.874,0.908,0.61,0.298,0.034
5.624,-0.068,0.005,0.073,0.034,-0.073,0.039,0.366,0.854,0.903,0.605,0.293,0.034
5.626,-0.068,0.005,0.073,0.034,-0.073,0.039,0.361,0.83,0.883,0.6,0.288,0.034
5.628,-0.088,0.005,0.093,0.044,-0.093,0.049,0.356,0.8,0.859,0.586,0.283,0.034
5.63,-0.073,0.02,0.093,0.029,-0.083,0.054,0.346,0.761,0.834,0.561,0.273,0.024
5.632,-0.063,0.034,0.098,0.015,-0.083,0.063,0.332,0.727,0.8,0.532,0.254,0.024
5.634,-0.054,0.039,0.093,0.01,-0.073,0.063,0.307,0.693,0.761,0.512,0.254,0.039
5.636,-0.049,0.044,0.093,0.005,-0.073,0.068,0.283,0.654,0.732,0.488,0.244,0.039
5.638,-0.054,0.034,0.088,0.01,-0.073,0.059,0.278,0.605,0.688,0.459,0.22,0.024
5.64,-0.054,0.024,0.078,0.015,-0.068,0.049,0.268,0.561,0.654,0.434,0.2,0.02
5.642,-0.049,0.015,0.063,0.02,-0.059,0.039,0.249,0.527,0.625,0.41,0.19,0.015
5.644,-0.049,0.005,0.054,0.024,-0.054,0.029,0.244,0.483,0.586,0.376,0.171,0.01
5.646,-0.059,0.015,0.073,0.024,-0.068,0.044,0.205,0.429,0.556,0.361,0.166,0.015
5.648,-0.054,0.029,0.083,0.015,-0.068,0.054,0.181,0.386,0.512,0.337,0.166,0.02
5.65,-0.049,0.039,0.088,0.005,-0.068,0.063,0.166,0.351,0.468,0.312,0.156,0.024
5.652,-0.039,0.054,0.093,-0.005,-0.068,0.073,0.146,0.307,0.429,0.298,0.142,0.029
5.654,-0.044,0.054,0.098,-0.005,-0.073,0.073,0.142,0.268,0.405,0.259,0.127,0.02
5.656,-0.049,0.039,0.088,0.005,-0.068,0.063,0.112,0.229,0.361,0.234,0.093,0.01
5.658,-0.044,0.034,0.078,0.005,-0.063,0.054,0.098,0.19,0.332,0.21,0.063,-0.005
5.66,-0.039,0.034,0.073,0.005,-0.059,0.054,0.078,0.166,0.317,0.195,0.049,-0.015
5.662,-0.049,0.02,0.068,0.015,-0.059,0.044,0.078,0.142,0.298,0.185,0.039,-0.005
5.664,-0.059,0.005,0.063,0.029,-0.063,0.034,0.063,0.107,0.264,0.161,0.034,0.0
5.666,-0.044,-0.01,0.034,0.029,-0.039,0.01,0.039,0.078,0.229,0.151,0.024,0.005
5.668,-0.063,-0.029,0.034,0.049,-0.049,0.0,0.029,0.049,0.195,0.132,0.02,0.01
5.67,-0.078,-0.024,0.054,0.054,-0.068,0.015,0.015,0.029,0.19,0.122,0.024,-0.01
5.672,-0.078,-0.015,0.063,0.049,-0.073,0.024,0.005,0.005,0.176,0.122,0.024,-0.01
5.674,-0.078,-0.005,0.073,0.044,-0.078,0.034,0.0,-0.02,0.161,0.127,0.02,0.0
5.676,-0.078,0.005,0.083,0.039,-0.083,0.044,-0.015,-0.034,0.151,0.112,0.01,-0.01
5.678,-0.044,0.01,0.054,0.02,-0.049,0.029,-0.02,-0.063,0.122,0.098,-0.02,-0.024
5.68,-0.039,0.005,0.044,0.02,-0.044,0.024,-0.029,-0.083,0.098,0.078,-0.044,-0.029
5.682,-0.034,0.005,0.039,0.015,-0.039,0.02,-0.034,-0.088,0.083,0.059,-0.059,-0.024
5.684,-0.029,0.01,0.039,0.01,-0.034,0.024,-0.044,-0.093,0.068,0.039,-0.068,-0.029
5.686,-0.024,0.0,0.024,0.015,-0.024,0.01,-0.044,-0.098,0.073,0.039,-0.063,-0.024
5.688,-0.039,-0.02,0.02,0.029,-0.029,0.0,-0.049,-0.112,0.073,0.044,-0.054,-0.024
5.69,-0.044,-0.029,0.015,0.039,-0.029,-0.01,-0.054,-0.117,0.068,0.049,-0.049,-0.02
5.692,-0.044,-0.034,0.01,0.039,-0.029,-0.015,-0.059,-0.117,0.073,0.059,-0.044,-0.01
5.694,-0.054,-0.02,0.034,0.039,-0.044,0.005,-0.073,-0.137,0.063,0.039,-0.054,-0.015
5.696,-0.044,-0.01,0.034,0.029,-0.039,0.01,-0.078,-0.146,0.054,0.039,-0.063,-0.02
5.698,-0.034,-0.005,0.029,0.02,-0.034,0.01,-0.083,-0.156,0.049,0.039,-0.073,-0.034
5.7,-0.029,-0.01,0.02,0.02,-0.024,0.005,-0.088,-0.156,0.049,0.039,-0.083,-0.039
5.702,-0.015,-0.005,0.01,0.01,-0.015,0.0,-0.083,-0.151,0.049,0.034,-0.083,-0.029
5.704,-0.015,-0.005,0.01,0.01,-0.015,0.0,-0.078,-0.151,0.049,0.039,-0.078,-0.029
5.706,-0.029,-0.005,0.024,0.02,-0.029,0.01,-0.078,-0.151,0.054,0.034,-0.073,-0.029
5.708,-0.039,-0.01,0.029,0.024,-0.034,0.01,-0.073,-0.161,0.059,0.039,-0.073,-0.02
5.71,-0.044,-0.029,0.015,0.039,-0.029,-0.01,-0.073,-0.151,0.063,0.034,-0.073,-0.02
5.712,-0.054,-0.039,0.015,0.049,-0.034,-0.015,-0.073,-0.151,0.063,0.034,-0.083,-0.02
5.714,-0.059,-0.044,0.015,0.054,-0.039,-0.015,-0.073,-0.151,0.063,0.039,-0.083,-0.024
5.716,-0.059,-0.049,0.01,0.054,-0.034,-0.02,-0.073,-0.151,0.063,0.049,-0.083,-0.024
5.718,-0.049,-0.034,0.015,0.044,-0.034,-0.01,-0.083,-0.166,0.044,0.049,-0.093,-0.02
5.72,-0.059,-0.039,0.02,0.049,-0.039,-0.01,-0.083,-0.171,0.039,0.044,-0.093,-0.02
5.722,-0.059,-0.034,0.024,0.049,-0.044,-0.005,-0.083,-0.176,0.049,0.039,-0.098,-0.024
5.724,-0.049,-0.029,0.02,0.039,-0.034,-0.005,-0.088,-0.181,0.049,0.029,-0.098,-0.024
5.726,-0.054,-0.034,0.02,0.044,-0.039,-0.01,-0.093,-0.181,0.039,0.024,-0.107,-0.029
5.728,-0.044,-0.044,0.0,0.044,-0.024,-0.024,-0.098,-0.181,0.039,0.02,-0.107,-0.034
5.73,-0.024,-0.049,-0.024,0.039,0.0,-0.039,-0.102,-0.181,0.034,0.02,-0.112,-0.039
5.732,-0.015,-0.054,-0.039,0.034,0.01,-0.049,-0.107,-0.19,0.034,0.034,-0.117,-0.044
5.734,-0.024,-0.049,-0.024,0.039,0.0,-0.039,-0.093,-0.181,0.039,0.034,-0.107,-0.034
5.736,-0.015,-0.049,-0.034,0.034,0.01,-0.044,-0.088,-0.171,0.054,0.034,-0.107,-0.034
5.738,0.0,-0.054,-0.054,0.029,0.024,-0.054,-0.083,-0.171,0.059,0.029,-0.107,-0.034
5.74,0.01,-0.054,-0.063,0.024,0.034,-0.059,-0.083,-0.161,0.063,0.024,-0.107,-0.034
5.742,0.0,-0.039,-0.039,0.02,0.02,-0.039,-0.093,-0.166,0.059,0.029,-0.122,-0.034
5.744,-0.029,-0.024,0.005,0.029,-0.02,-0.01,-0.093,-0.171,0.059,0.024,-0.132,-0.034
5.746,-0.039,-0.029,0.01,0.034,-0.024,-0.01,-0.093,-0.176,0.054,0.024,-0.132,-0.034
5.748,-0.049,-0.024,0.024,0.039,-0.039,0.0,-0.093,-0.171,0.039,0.039,-0.122,-0.034
5.75,-0.059,-0.034,0.024,0.049,-0.044,-0.005,-0.093,-0.166,0.054,0.049,-0.122,-0.029
5.752,-0.059,-0.024,0.034,0.044,-0.049,0.005,-0.093,-0.166,0.068,0.044,-0.122,-0.024
5.754,-0.059,-0.02,0.039,0.039,-0.049,0.01,-0.088,-0.166,0.078,0.044,-0.117,-0.02
5.756,-0.054,-0.02,0.034,0.039,-0.044,0.005,-0.088,-0.166,0.083,0.044,-0.112,-0.015
5.758,-0.044,-0.024,0.02,0.034,-0.034,-0.005,-0.083,-0.146,0.083,0.039,-0.122,-0.024
5.76,-0.039,-0.029,0.01,0.034,-0.024,-0.01,-0.073,-0.142,0.093,0.039,-0.122,-0.024
5.762,-0.034,-0.024,0.01,0.029,-0.024,-0.01,-0.068,-0.142,0.102,0.054,-0.122,-0.024
5.764,-0.024,-0.015,0.01,0.02,-0.02,-0.005,-0.073,-0.142,0.107,0.049,-0.127,-0.024
5.766,-0.01,-0.01,0.0,0.01,-0.005,-0.005,-0.054,-0.137,0.122,0.059,-0.122,-0.02
5.768,-0.01,0.0,0.01,0.005,-0.01,0.005,-0.049,-0.132,0.127,0.068,-0.117,-0.015
5.77,-0.015,0.0,0.015,0.01,-0.015,0.005,-0.034,-0.122,0.132,0.088,-0.107,-0.01
5.772,-0.024,0.005,0.029,0.01,-0.029,0.015,-0.02,-0.112,0.137,0.102,-0.093,-0.005
5.774,-0.024,0.015,0.039,0.005,-0.034,0.024,-0.01,-0.112,0.142,0.107,-0.102,0.005
5.776,-0.01,0.039,0.049,-0.015,-0.029,0.044,-0.01,-0.107,0.146,0.107,-0.102,0.01
5.778,-0.005,0.059,0.063,-0.024,-0.034,0.059,-0.005,-0.102,0.151,0.098,-0.107,0.005
5.78,0.005,0.078,0.073,-0.039,-0.034,0.073,-0.01,-0.098,0.161,0.088,-0.117,-0.005
5.782,0.005,0.073,0.068,-0.039,-0.034,0.068,-0.005,-0.088,0.161,0.078,-0.122,-0.015
5.784,0.015,0.078,0.063,-0.044,-0.024,0.068,0.0,-0.088,0.156,0.088,-0.127,-0.015
5.786,0.024,0.083,0.059,-0.054,-0.02,0.068,0.005,-0.088,0.156,0.098,-0.132,-0.015
5.788,0.024,0.088,0.063,-0.054,-0.02,0.073,0.01,-0.083,0.161,0.083,-0.137,-0.02
5.79,0.01,0.073,0.063,-0.039,-0.029,0.068,0.02,-0.073,0.176,0.093,-0.127,-0.01
5.792,0.0,0.054,0.054,-0.024,-0.029,0.054,0.024,-0.068,0.19,0.098,-0.127,-0.01
5.794,-0.01,0.034,0.044,-0.01,-0.029,0.039,0.029,-0.063,0.2,0.098,-0.127,-0.01
5.796,-0.015,0.02,0.034,0.0,-0.024,0.024,0.034,-0.054,0.21,0.098,-0.137,-0.015
5.798,-0.024,0.034,0.059,-0.005,-0.044,0.044,0.034,-0.049,0.215,0.107,-0.127,-0.005
5.8,-0.024,0.039,0.063,-0.005,-0.044,0.049,0.034,-0.044,0.224,0.112,-0.117,0.0
5.802,-0.024,0.054,0.078,-0.015,-0.054,0.063,0.024,-0.039,0.229,0.112,-0.112,0.0
5.804,-0.024,0.068,0.093,-0.02,-0.059,0.078,0.02,-0.034,0.234,0.117,-0.102,0.0
5.806,-0.005,0.063,0.068,-0.029,-0.039,0.063,0.015,-0.049,0.229,0.112,-0.122,-0.015
5.808,0.0,0.063,0.063,-0.029,-0.034,0.063,0.015,-0.059,0.224,0.107,-0.127,-0.02
5.81,0.005,0.059,0.054,-0.029,-0.024,0.054,-0.005,-0.073,0.215,0.102,-0.132,-0.024
5.812,0.01,0.059,0.049,-0.034,-0.02,0.054,-0.02,-0.078,0.21,0.098,-0.142,-0.02
5.814,0.029,0.068,0.039,-0.049,-0.005,0.054,-0.034,-0.068,0.22,0.112,-0.117,-0.005
5.816,0.044,0.083,0.039,-0.063,0.0,0.059,-0.049,-0.068,0.21,0.112,-0.117,-0.005
5.818,0.049,0.088,0.039,-0.068,0.005,0.063,-0.083,-0.078,0.205,0.122,-0.117,-0.005
5.82,0.054,0.088,0.034,-0.068,0.01,0.059,-0.117,-0.093,0.2,0.127,-0.122,0.005
5.822,0.059,0.107,0.049,-0.083,0.005,0.078,-0.156,-0.098,0.195,0.122,-0.132,-0.005
5.824,0.068,0.122,0.054,-0.093,0.005,0.088,-0.195,-0.107,0.185,0.117,-0.137,-0.005
5.826,0.063,0.117,0.054,-0.088,0.005,0.083,-0.22,-0.117,0.176,0.112,-0.137,-0.005
5.828,0.063,0.117,0.054,-0.088,0.005,0.083,-0.229,-0.127,0.171,0.102,-0.142,-0.015
5.83,0.054,0.102,0.049,-0.078,0.0,0.073,-0.215,-0.127,0.151,0.093,-0.146,-0.02
5.832,0.049,0.093,0.044,-0.068,0.0,0.068,-0.22,-0.146,0.151,0.083,-0.156,-0.024
5.834,0.039,0.093,0.054,-0.063,-0.01,0.073,-0.239,-0.156,0.146,0.073,-0.161,-0.024
5.836,0.029,0.098,0.068,-0.063,-0.02,0.083,-0.239,-0.161,0.146,0.054,-0.171,-0.029
5.838,0.039,0.107,0.068,-0.073,-0.015,0.088,-0.234,-0.171,0.127,0.029,-0.185,-0.044
5.84,0.039,0.102,0.063,-0.068,-0.015,0.083,-0.229,-0.185,0.102,0.02,-0.2,-0.059
5.842,0.039,0.102,0.063,-0.068,-0.015,0.083,-0.224,-0.185,0.083,0.0,-0.229,-0.063
5.844,0.029,0.098,0.068,-0.063,-0.02,0.083,-0.215,-0.185,0.059,-0.01,-0.244,-0.073
5.846,0.039,0.068,0.029,-0.054,0.005,0.049,-0.205,-0.195,0.054,0.0,-0.249,-0.088
5.848,0.049,0.039,-0.01,-0.044,0.029,0.015,-0.2,-0.2,0.054,-0.015,-0.254,-0.098
5.85,0.054,0.02,-0.034,-0.034,0.044,-0.01,-0.2,-0.205,0.039,-0.034,-0.268,-0.117
5.852,0.063,0.0,-0.063,-0.029,0.063,-0.034,-0.181,-0.205,0.049,-0.034,-0.273,-0.127
5.854,0.059,0.0,-0.059,-0.029,0.059,-0.029,-0.166,-0.19,0.063,-0.029,-0.278,-0.122
5.856,0.039,-0.005,-0.044,-0.015,0.039,-0.024,-0.151,-0.181,0.073,-0.024,-0.268,-0.122
5.858,0.024,-0.015,-0.039,-0.005,0.029,-0.029,-0.156,-0.176,0.083,-0.024,-0.264,-0.122
5.86,0.005,-0.02,-0.024,0.01,0.015,-0.024,-0.156,-0.161,0.093,-0.01,-0.268,-0.122
5.862,0.005,-0.02,-0.024,0.01,0.015,-0.024,-0.117,-0.142,0.098,0.0,-0.244,-0.093
5.864,-0.02,-0.02,0.0,0.02,-0.01,-0.01,-0.112,-0.146,0.102,0.02,-0.234,-0.083
5.866,-0.029,0.0,0.029,0.015,-0.029,0.015,-0.107,-0.146,0.107,0.02,-0.239,-0.083
5.868,-0.039,0.02,0.059,0.01,-0.049,0.039,-0.098,-0.137,0.117,0.01,-0.254,-0.098
5.87,-0.049,0.01,0.059,0.02,-0.054,0.034,-0.093,-0.132,0.122,0.02,-0.254,-0.102
5.872,-0.049,0.01,0.059,0.02,-0.054,0.034,-0.088,-0.127,0.127,0.02,-0.254,-0.107
