Time (s),I,II,III,aVR,aVL,aVF,V1,V2,V3,V4,V5,V6
5.44,-0.034,-0.01,0.024,0.024,-0.029,0.005,-0.107,-0.024,0.063,0.059,-0.024,-0.068
5.442,-0.024,0.01,0.034,0.01,-0.029,0.02,-0.093,-0.024,0.063,0.063,-0.029,-0.078
5.444,-0.01,0.015,0.024,0.0,-0.02,0.02,-0.083,-0.02,0.068,0.068,-0.049,-0.068
5.446,0.0,-0.005,-0.005,0.005,0.0,-0.005,-0.093,-0.01,0.073,0.078,-0.044,-0.054
5.448,-0.029,-0.063,-0.034,0.049,0.0,-0.049,-0.102,-0.02,0.068,0.068,-0.049,-0.059
5.45,0.005,0.0,-0.005,0.0,0.005,-0.005,-0.088,0.0,0.093,0.093,-0.015,-0.02
5.452,0.054,0.063,0.01,-0.059,0.02,0.034,-0.083,0.005,0.098,0.112,0.005,0.01
5.454,0.044,0.059,0.015,-0.049,0.015,0.034,-0.078,0.005,0.098,0.117,0.005,0.015
5.456,0.024,0.054,0.029,-0.039,-0.005,0.039,-0.054,0.02,0.117,0.137,0.024,0.024
5.458,0.005,0.029,0.024,-0.015,-0.01,0.024,-0.044,0.029,0.122,0.142,0.02,0.024
5.46,0.034,0.049,0.015,-0.039,0.01,0.029,-0.034,0.044,0.132,0.151,0.054,0.039
5.462,0.068,0.083,0.015,-0.073,0.024,0.049,-0.02,0.054,0.137,0.151,0.059,0.034
5.464,0.024,0.0,-0.024,-0.01,0.024,-0.015,-0.039,0.024,0.102,0.112,0.0,-0.005
5.466,-0.005,-0.054,-0.049,0.029,0.02,-0.054,-0.034,0.015,0.083,0.088,-0.02,-0.015
5.468,-0.015,-0.068,-0.054,0.044,0.02,-0.063,-0.039,0.0,0.073,0.073,-0.034,-0.015
5.47,0.02,-0.039,-0.059,0.01,0.039,-0.049,-0.068,-0.029,0.049,0.059,-0.044,-0.02
5.472,0.034,-0.024,-0.059,-0.005,0.044,-0.044,-0.093,-0.034,0.034,0.039,-0.054,-0.02
5.474,0.0,-0.073,-0.073,0.039,0.034,-0.073,-0.102,-0.044,0.02,0.02,-0.073,-0.034
5.476,-0.02,-0.093,-0.073,0.059,0.024,-0.083,-0.093,-0.049,0.005,0.01,-0.088,-0.063
5.478,-0.029,-0.102,-0.073,0.068,0.02,-0.088,-0.078,-0.049,0.0,0.005,-0.093,-0.063
5.48,-0.015,-0.049,-0.034,0.034,0.01,-0.044,-0.054,-0.034,0.02,0.024,-0.054,-0.054
5.482,-0.01,-0.015,-0.005,0.015,-0.005,-0.01,-0.015,-0.005,0.039,0.044,-0.039,-0.044
5.484,-0.015,-0.034,-0.02,0.024,0.0,-0.029,-0.005,0.005,0.049,0.054,-0.049,-0.039
5.486,-0.02,-0.034,-0.015,0.029,-0.005,-0.024,-0.015,0.0,0.039,0.044,-0.059,-0.044
5.488,-0.054,-0.083,-0.029,0.068,-0.015,-0.059,-0.005,-0.005,0.034,0.034,-0.063,-0.049
5.49,-0.073,-0.083,-0.01,0.078,-0.034,-0.049,-0.01,-0.015,0.029,0.024,-0.059,-0.054
5.492,-0.063,-0.073,-0.01,0.068,-0.029,-0.044,-0.024,-0.029,0.01,0.005,-0.073,-0.063
5.494,-0.059,-0.049,0.01,0.054,-0.034,-0.02,-0.029,-0.034,0.01,0.01,-0.068,-0.059
5.496,-0.083,-0.063,0.02,0.073,-0.054,-0.024,-0.044,-0.044,0.0,0.0,-0.078,-0.068
5.498,-0.068,-0.044,0.024,0.059,-0.049,-0.01,-0.039,-0.054,0.0,0.005,-0.083,-0.063
5.5,-0.073,-0.015,0.059,0.044,-0.068,0.02,-0.034,-0.059,0.005,0.02,-0.034,-0.039
5.502,-0.078,-0.005,0.073,0.044,-0.078,0.034,-0.039,-0.054,0.02,0.024,-0.039,-0.044
5.504,-0.078,0.0,0.078,0.039,-0.078,0.039,-0.01,-0.034,0.054,0.054,-0.034,-0.02
5.506,-0.107,-0.005,0.102,0.059,-0.107,0.049,-0.01,-0.044,0.059,0.068,-0.015,0.005
5.508,-0.112,0.01,0.122,0.054,-0.117,0.063,-0.005,-0.054,0.044,0.073,0.005,0.039
5.51,-0.102,0.034,0.137,0.034,-0.122,0.083,-0.02,-0.073,0.024,0.063,0.034,0.073
5.512,-0.093,0.063,0.156,0.015,-0.127,0.107,-0.01,-0.068,0.024,0.083,0.073,0.117
5.514,-0.083,0.049,0.132,0.02,-0.107,0.088,0.01,-0.044,0.049,0.117,0.127,0.176
5.516,-0.078,-0.005,0.073,0.044,-0.078,0.034,0.02,-0.034,0.044,0.127,0.171,0.215
5.518,-0.068,-0.063,0.005,0.068,-0.039,-0.029,0.049,-0.01,0.059,0.156,0.205,0.268
5.52,-0.054,-0.107,-0.054,0.083,0.0,-0.083,0.063,0.015,0.083,0.205,0.312,0.346
5.522,-0.02,-0.161,-0.142,0.093,0.059,-0.151,0.073,0.044,0.102,0.239,0.395,0.41
5.524,0.005,-0.249,-0.254,0.122,0.127,-0.254,0.078,0.078,0.122,0.288,0.449,0.483
5.526,0.029,-0.342,-0.371,0.156,0.2,-0.356,0.093,0.122,0.161,0.346,0.547,0.566
5.528,0.083,-0.395,-0.478,0.156,0.278,-0.439,0.122,0.185,0.215,0.42,0.659,0.669
5.53,0.137,-0.444,-0.581,0.156,0.356,-0.512,0.127,0.239,0.264,0.493,0.776,0.771
5.532,0.171,-0.512,-0.683,0.171,0.425,-0.6,0.137,0.273,0.283,0.527,0.878,0.854
5.534,0.229,-0.561,-0.791,0.166,0.508,-0.678,0.132,0.307,0.288,0.532,0.927,0.908
5.536,0.283,-0.62,-0.903,0.171,0.59,-0.761,0.117,0.317,0.259,0.483,0.927,0.898
5.538,0.307,-0.683,-0.991,0.19,0.649,-0.839,0.102,0.322,0.22,0.39,0.844,0.854
5.54,0.312,-0.722,-1.035,0.205,0.673,-0.878,0.093,0.332,0.21,0.322,0.776,0.776
5.542,0.366,-0.727,-1.093,0.181,0.727,-0.913,0.078,0.356,0.224,0.303,0.683,0.669
5.544,0.444,-0.752,-1.196,0.156,0.82,-0.976,0.054,0.371,0.244,0.307,0.6,0.566
5.546,0.508,-0.776,-1.283,0.137,0.893,-1.03,0.015,0.395,0.259,0.312,0.542,0.454
5.548,0.547,-0.82,-1.366,0.137,0.956,-1.093,-0.034,0.405,0.293,0.342,0.493,0.346
5.55,0.595,-0.888,-1.484,0.146,1.039,-1.186,-0.029,0.459,0.361,0.361,0.415,0.19
5.552,0.654,-0.981,-1.635,0.166,1.142,-1.308,-0.005,0.542,0.425,0.351,0.298,-0.01
5.554,0.669,-1.132,-1.801,0.234,1.235,-1.469,0.01,0.595,0.449,0.293,0.151,-0.215
5.556,0.669,-1.288,-1.957,0.312,1.313,-1.625,0.029,0.634,0.434,0.156,-0.088,-0.493
5.558,0.669,-1.425,-2.094,0.381,1.381,-1.762,0.083,0.688,0.439,0.044,-0.303,-0.742
5.56,0.605,-1.527,-2.133,0.464,1.366,-1.83,0.137,0.712,0.415,-0.102,-0.508,-1.0
5.562,0.566,-1.645,-2.211,0.542,1.386,-1.928,0.185,0.732,0.361,-0.268,-0.752,-1.264
5.564,0.508,-1.786,-2.294,0.639,1.401,-2.04,0.215,0.688,0.244,-0.478,-1.025,-1.513
5.566,0.473,-1.854,-2.328,0.693,1.401,-2.094,0.21,0.625,0.098,-0.673,-1.215,-1.664
5.568,0.449,-1.884,-2.333,0.717,1.391,-2.108,0.19,0.566,0.0,-0.805,-1.342,-1.757
5.57,0.41,-1.884,-2.294,0.737,1.352,-2.089,0.19,0.522,-0.073,-0.917,-1.444,-1.825
5.572,0.386,-1.85,-2.235,0.732,1.308,-2.045,0.2,0.473,-0.137,-0.991,-1.513,-1.874
5.574,0.332,-1.825,-2.157,0.747,1.244,-1.991,0.185,0.429,-0.185,-1.049,-1.557,-1.893
5.576,0.268,-1.806,-2.074,0.771,1.171,-1.942,0.181,0.381,-0.278,-1.132,-1.615,-1.913
5.578,0.234,-1.767,-2.001,0.766,1.118,-1.884,0.166,0.283,-0.434,-1.274,-1.703,-1.942
5.58,0.19,-1.698,-1.889,0.756,1.039,-1.796,0.137,0.205,-0.542,-1.371,-1.723,-1.942
5.582,0.156,-1.654,-1.81,0.752,0.981,-1.732,0.122,0.127,-0.654,-1.459,-1.781,-1.952
5.584,0.122,-1.654,-1.776,0.766,0.947,-1.718,0.127,0.078,-0.712,-1.493,-1.806,-1.932
5.586,0.088,-1.625,-1.713,0.771,0.898,-1.669,0.127,0.068,-0.732,-1.498,-1.791,-1.898
5.588,0.073,-1.576,-1.649,0.752,0.859,-1.615,0.161,0.088,-0.698,-1.464,-1.757,-1.85
5.59,0.029,-1.527,-1.557,0.752,0.791,-1.542,0.224,0.171,-0.6,-1.376,-1.659,-1.767
5.592,0.005,-1.43,-1.435,0.712,0.717,-1.435,0.332,0.337,-0.444,-1.264,-1.581,-1.693
5.594,0.015,-1.332,-1.347,0.659,0.678,-1.342,0.434,0.478,-0.312,-1.157,-1.488,-1.615
5.596,-0.029,-1.274,-1.244,0.654,0.605,-1.259,0.527,0.556,-0.239,-1.078,-1.41,-1.537
5.598,-0.044,-1.2,-1.157,0.625,0.556,-1.181,0.581,0.595,-0.205,-1.01,-1.337,-1.454
5.6,-0.083,-1.137,-1.054,0.61,0.483,-1.098,0.61,0.551,-0.239,-1.005,-1.254,-1.391
5.602,-0.146,-1.093,-0.947,0.62,0.4,-1.02,0.6,0.454,-0.361,-1.039,-1.244,-1.366
5.604,-0.19,-1.054,-0.864,0.625,0.337,-0.961,0.571,0.322,-0.468,-1.064,-1.23,-1.318
5.606,-0.229,-1.01,-0.781,0.62,0.273,-0.898,0.512,0.185,-0.561,-1.069,-1.196,-1.249
5.608,-0.268,-0.952,-0.683,0.61,0.205,-0.82,0.468,0.093,-0.62,-1.059,-1.161,-1.181
5.61,-0.298,-0.893,-0.595,0.595,0.146,-0.747,0.425,0.039,-0.63,-1.02,-1.098,-1.103
5.612,-0.317,-0.83,-0.512,0.576,0.098,-0.673,0.386,-0.01,-0.649,-0.981,-1.039,-1.039
5.614,-0.322,-0.766,-0.444,0.547,0.059,-0.605,0.351,-0.054,-0.654,-0.937,-0.981,-0.976
5.616,-0.293,-0.678,-0.386,0.488,0.044,-0.532,0.351,-0.063,-0.615,-0.859,-0.898,-0.888
5.618,-0.307,-0.625,-0.317,0.468,0.005,-0.473,0.307,-0.083,-0.576,-0.781,-0.82,-0.81
5.62,-0.351,-0.605,-0.254,0.478,-0.049,-0.429,0.234,-0.122,-0.551,-0.727,-0.717,-0.747
5.622,-0.317,-0.522,-0.205,0.42,-0.059,-0.366,0.185,-0.142,-0.522,-0.664,-0.649,-0.673
5.624,-0.293,-0.449,-0.156,0.371,-0.068,-0.303,0.156,-0.151,-0.473,-0.59,-0.59,-0.595
5.626,-0.278,-0.405,-0.127,0.342,-0.078,-0.268,0.122,-0.156,-0.42,-0.517,-0.512,-0.503
5.628,-0.259,-0.337,-0.078,0.298,-0.093,-0.21,0.088,-0.146,-0.351,-0.434,-0.42,-0.415
5.63,-0.229,-0.224,0.005,0.229,-0.117,-0.112,0.068,-0.127,-0.268,-0.342,-0.322,-0.327
5.632,-0.195,-0.137,0.059,0.166,-0.127,-0.039,0.039,-0.102,-0.21,-0.254,-0.244,-0.244
5.634,-0.156,-0.044,0.112,0.102,-0.137,0.034,0.034,-0.073,-0.142,-0.181,-0.171,-0.176
5.636,-0.142,0.005,0.146,0.068,-0.146,0.073,0.024,-0.049,-0.083,-0.112,-0.107,-0.112
5.638,-0.166,-0.005,0.161,0.088,-0.166,0.078,0.015,-0.044,-0.059,-0.078,-0.073,-0.083
5.64,-0.151,0.088,0.239,0.034,-0.195,0.161,-0.01,-0.063,-0.049,-0.063,-0.034,-0.073
5.642,-0.127,0.117,0.244,0.005,-0.185,0.181,-0.015,-0.054,-0.029,-0.054,-0.015,-0.059
5.644,-0.117,0.073,0.19,0.024,-0.156,0.132,0.034,-0.034,-0.01,-0.039,-0.024,-0.049
5.646,-0.132,0.059,0.19,0.039,-0.161,0.122,0.049,-0.034,-0.005,-0.039,-0.02,-0.039
5.648,-0.117,0.068,0.185,0.024,-0.151,0.127,0.044,-0.039,-0.005,-0.034,-0.015,-0.029
5.65,-0.112,0.078,0.19,0.02,-0.151,0.132,0.039,-0.044,-0.005,-0.044,-0.005,-0.02
5.652,-0.117,0.098,0.215,0.01,-0.166,0.156,0.039,-0.054,-0.01,-0.034,0.005,-0.01
5.654,-0.127,0.102,0.229,0.015,-0.181,0.166,0.024,-0.059,-0.005,-0.034,0.01,-0.01
5.656,-0.107,0.132,0.239,-0.01,-0.176,0.185,0.015,-0.063,-0.01,-0.029,0.01,-0.015
5.658,-0.122,0.107,0.229,0.01,-0.176,0.166,-0.005,-0.078,-0.015,-0.034,0.01,-0.015
5.66,-0.117,0.117,0.234,0.0,-0.176,0.176,-0.005,-0.073,0.0,-0.02,0.044,-0.005
5.662,-0.107,0.137,0.244,-0.015,-0.176,0.19,0.0,-0.063,0.005,-0.015,0.039,-0.01
5.664,-0.112,0.122,0.234,-0.005,-0.176,0.176,0.024,-0.049,0.015,-0.005,0.024,-0.015
5.666,-0.107,0.117,0.224,-0.005,-0.166,0.171,0.034,-0.044,0.024,-0.005,0.029,-0.005
5.668,-0.107,0.112,0.22,0.0,-0.166,0.166,0.024,-0.049,0.024,-0.01,0.029,0.005
5.67,-0.117,0.117,0.234,0.0,-0.176,0.176,-0.005,-0.068,0.02,-0.015,0.049,0.015
5.672,-0.112,0.137,0.249,-0.01,-0.181,0.19,-0.024,-0.088,0.005,-0.015,0.044,0.015
5.674,-0.083,0.181,0.264,-0.049,-0.176,0.22,-0.005,-0.073,0.02,0.005,0.063,0.034
5.676,-0.102,0.176,0.278,-0.034,-0.19,0.224,-0.015,-0.078,0.01,-0.005,0.059,0.029
5.678,-0.107,0.161,0.268,-0.024,-0.19,0.215,-0.01,-0.078,0.01,0.0,0.063,0.029
5.68,-0.044,0.244,0.288,-0.098,-0.166,0.264,0.005,-0.063,0.024,0.024,0.112,0.049
5.682,-0.102,0.195,0.298,-0.044,-0.2,0.244,-0.01,-0.073,0.015,0.01,0.088,0.024
5.684,-0.171,0.107,0.278,0.034,-0.224,0.19,-0.01,-0.088,0.0,-0.01,0.049,0.005
5.686,-0.166,0.107,0.273,0.029,-0.22,0.19,-0.005,-0.083,0.005,-0.005,0.054,0.02
5.688,-0.093,0.166,0.259,-0.034,-0.176,0.21,-0.005,-0.068,0.02,0.005,0.068,0.039
5.69,-0.093,0.19,0.283,-0.049,-0.19,0.234,0.005,-0.063,0.024,0.01,0.107,0.063
5.692,-0.132,0.166,0.298,-0.015,-0.215,0.229,-0.01,-0.088,0.0,0.0,0.093,0.059
5.694,-0.122,0.176,0.298,-0.024,-0.21,0.234,-0.01,-0.088,-0.005,0.005,0.102,0.073
5.696,-0.127,0.195,0.322,-0.034,-0.224,0.259,-0.015,-0.093,-0.005,0.01,0.117,0.078
5.698,-0.137,0.185,0.322,-0.024,-0.229,0.254,-0.005,-0.088,-0.005,0.02,0.117,0.078
5.7,-0.122,0.21,0.332,-0.044,-0.229,0.268,-0.01,-0.093,0.005,0.034,0.156,0.093
5.702,-0.107,0.229,0.337,-0.059,-0.224,0.283,-0.015,-0.093,0.005,0.029,0.146,0.088
5.704,-0.107,0.215,0.322,-0.054,-0.215,0.268,-0.01,-0.093,0.0,0.024,0.122,0.088
5.706,-0.107,0.215,0.322,-0.054,-0.215,0.268,0.005,-0.083,0.01,0.034,0.132,0.112
5.708,-0.093,0.22,0.312,-0.063,-0.205,0.264,0.01,-0.083,0.005,0.034,0.127,0.127
5.71,-0.088,0.249,0.337,-0.078,-0.215,0.293,0.01,-0.078,0.015,0.049,0.151,0.156
5.712,-0.098,0.264,0.361,-0.083,-0.229,0.312,0.005,-0.093,0.0,0.049,0.156,0.161
5.714,-0.122,0.234,0.356,-0.054,-0.239,0.293,-0.02,-0.107,-0.015,0.044,0.166,0.171
5.716,-0.112,0.244,0.356,-0.063,-0.234,0.298,-0.039,-0.117,-0.024,0.039,0.161,0.166
5.718,-0.098,0.259,0.356,-0.078,-0.229,0.307,-0.029,-0.117,-0.02,0.054,0.166,0.181
5.72,-0.088,0.307,0.395,-0.107,-0.244,0.351,-0.024,-0.107,-0.015,0.068,0.215,0.195
5.722,-0.093,0.303,0.395,-0.102,-0.244,0.346,-0.024,-0.107,-0.01,0.059,0.205,0.195
5.724,-0.098,0.278,0.376,-0.088,-0.239,0.327,-0.015,-0.107,-0.015,0.059,0.176,0.195
5.726,-0.093,0.288,0.381,-0.098,-0.239,0.332,0.005,-0.112,-0.005,0.068,0.19,0.22
5.728,-0.073,0.322,0.395,-0.122,-0.234,0.356,0.01,-0.112,-0.01,0.068,0.19,0.239
5.73,-0.078,0.322,0.4,-0.122,-0.239,0.361,-0.015,-0.122,-0.02,0.059,0.195,0.249
5.732,-0.117,0.298,0.415,-0.088,-0.268,0.356,-0.044,-0.151,-0.044,0.034,0.185,0.244
5.734,-0.132,0.307,0.439,-0.088,-0.288,0.371,-0.054,-0.151,-0.054,0.029,0.205,0.259
5.736,-0.112,0.332,0.444,-0.107,-0.278,0.386,-0.054,-0.156,-0.049,0.034,0.21,0.268
5.738,-0.098,0.346,0.444,-0.122,-0.273,0.395,-0.044,-0.156,-0.044,0.044,0.229,0.298
5.74,-0.107,0.361,0.468,-0.127,-0.288,0.415,-0.063,-0.171,-0.054,0.044,0.259,0.303
5.742,-0.102,0.386,0.488,-0.142,-0.298,0.434,-0.054,-0.161,-0.044,0.049,0.264,0.312
5.744,-0.117,0.371,0.488,-0.127,-0.303,0.429,-0.049,-0.166,-0.049,0.044,0.234,0.322
5.746,-0.093,0.386,0.478,-0.146,-0.288,0.429,-0.034,-0.156,-0.039,0.049,0.244,0.346
5.748,-0.083,0.4,0.483,-0.156,-0.283,0.439,-0.034,-0.171,-0.049,0.044,0.244,0.366
5.75,-0.102,0.395,0.498,-0.146,-0.303,0.444,-0.054,-0.185,-0.059,0.034,0.264,0.386
5.752,-0.098,0.425,0.522,-0.161,-0.312,0.473,-0.068,-0.2,-0.068,0.034,0.264,0.4
5.754,-0.098,0.439,0.537,-0.171,-0.317,0.488,-0.088,-0.22,-0.088,0.024,0.283,0.425
5.756,-0.088,0.464,0.551,-0.185,-0.322,0.508,-0.107,-0.239,-0.093,0.02,0.283,0.439
5.758,-0.088,0.468,0.556,-0.19,-0.322,0.512,-0.117,-0.254,-0.102,0.02,0.298,0.454
5.76,-0.088,0.503,0.59,-0.205,-0.342,0.547,-0.112,-0.249,-0.102,0.029,0.342,0.473
5.762,-0.093,0.517,0.61,-0.21,-0.351,0.561,-0.117,-0.254,-0.107,0.02,0.342,0.473
5.764,-0.083,0.522,0.605,-0.22,-0.346,0.561,-0.107,-0.254,-0.112,0.024,0.327,0.483
5.766,-0.073,0.532,0.605,-0.229,-0.342,0.566,-0.102,-0.259,-0.112,0.024,0.342,0.503
5.768,-0.073,0.556,0.63,-0.239,-0.351,0.59,-0.098,-0.264,-0.117,0.024,0.342,0.537
5.77,-0.078,0.571,0.649,-0.244,-0.366,0.61,-0.117,-0.283,-0.127,0.02,0.361,0.551
5.772,-0.054,0.62,0.673,-0.283,-0.366,0.644,-0.117,-0.288,-0.137,0.02,0.371,0.581
5.774,-0.078,0.625,0.703,-0.273,-0.39,0.664,-0.137,-0.303,-0.151,0.01,0.376,0.595
5.776,-0.117,0.61,0.727,-0.244,-0.425,0.669,-0.156,-0.332,-0.166,0.0,0.371,0.586
5.778,-0.093,0.634,0.727,-0.268,-0.41,0.678,-0.151,-0.342,-0.171,0.01,0.376,0.6
5.78,-0.034,0.717,0.752,-0.342,-0.395,0.732,-0.151,-0.327,-0.151,0.044,0.439,0.644
5.782,-0.088,0.693,0.781,-0.303,-0.434,0.737,-0.181,-0.356,-0.176,0.02,0.429,0.625
5.784,-0.088,0.688,0.776,-0.298,-0.434,0.732,-0.161,-0.351,-0.171,0.029,0.41,0.639
5.786,-0.02,0.747,0.766,-0.361,-0.395,0.756,-0.151,-0.332,-0.151,0.054,0.444,0.678
5.788,-0.098,0.678,0.776,-0.288,-0.439,0.727,-0.176,-0.351,-0.166,0.039,0.434,0.678
5.79,-0.083,0.708,0.791,-0.312,-0.439,0.747,-0.171,-0.351,-0.161,0.054,0.464,0.708
5.792,-0.073,0.732,0.805,-0.327,-0.439,0.766,-0.176,-0.366,-0.171,0.054,0.468,0.717
5.794,-0.112,0.708,0.82,-0.298,-0.468,0.761,-0.205,-0.386,-0.195,0.044,0.464,0.717
5.796,-0.122,0.712,0.834,-0.293,-0.478,0.771,-0.195,-0.386,-0.181,0.063,0.483,0.722
5.798,-0.073,0.766,0.839,-0.346,-0.459,0.8,-0.185,-0.376,-0.166,0.083,0.503,0.747
5.8,-0.078,0.781,0.859,-0.351,-0.468,0.82,-0.2,-0.381,-0.161,0.093,0.532,0.747
5.802,-0.083,0.786,0.869,-0.351,-0.478,0.825,-0.19,-0.361,-0.142,0.112,0.542,0.752
5.804,-0.073,0.791,0.864,-0.356,-0.468,0.825,-0.166,-0.346,-0.127,0.127,0.532,0.756
5.806,-0.063,0.791,0.854,-0.361,-0.459,0.82,-0.156,-0.342,-0.117,0.132,0.542,0.766
5.808,-0.068,0.776,0.844,-0.351,-0.459,0.81,-0.137,-0.337,-0.112,0.137,0.551,0.766
5.81,-0.063,0.791,0.854,-0.361,-0.459,0.82,-0.137,-0.337,-0.112,0.151,0.566,0.761
5.812,-0.088,0.781,0.869,-0.346,-0.478,0.825,-0.142,-0.337,-0.102,0.166,0.576,0.761
5.814,-0.088,0.781,0.869,-0.346,-0.478,0.825,-0.146,-0.342,-0.112,0.166,0.571,0.756
5.816,-0.059,0.805,0.864,-0.371,-0.464,0.834,-0.142,-0.322,-0.093,0.19,0.59,0.752
5.818,-0.059,0.766,0.825,-0.351,-0.444,0.795,-0.142,-0.307,-0.078,0.205,0.595,0.752
5.82,-0.059,0.766,0.825,-0.351,-0.444,0.795,-0.142,-0.298,-0.068,0.21,0.62,0.747
5.822,-0.068,0.747,0.815,-0.337,-0.444,0.781,-0.122,-0.283,-0.054,0.22,0.61,0.732
5.824,-0.068,0.712,0.781,-0.322,-0.425,0.747,-0.088,-0.249,-0.029,0.244,0.6,0.732
5.826,-0.049,0.712,0.761,-0.332,-0.405,0.737,-0.073,-0.224,-0.005,0.264,0.605,0.742
5.828,-0.029,0.712,0.742,-0.342,-0.386,0.727,-0.068,-0.21,0.015,0.278,0.615,0.747
5.83,-0.039,0.698,0.737,-0.327,-0.39,0.717,-0.073,-0.21,0.024,0.278,0.615,0.732
5.832,-0.044,0.698,0.742,-0.327,-0.395,0.717,-0.059,-0.195,0.034,0.283,0.615,0.722
5.834,-0.068,0.669,0.737,-0.298,-0.405,0.703,-0.063,-0.19,0.039,0.283,0.625,0.703
5.836,-0.054,0.673,0.727,-0.307,-0.39,0.698,-0.059,-0.181,0.039,0.283,0.605,0.669
5.838,-0.034,0.664,0.698,-0.312,-0.366,0.678,-0.029,-0.161,0.059,0.293,0.605,0.664
5.84,-0.044,0.634,0.678,-0.293,-0.361,0.654,-0.024,-0.137,0.083,0.307,0.63,0.644
5.842,-0.039,0.63,0.669,-0.293,-0.356,0.649,-0.015,-0.127,0.088,0.307,0.595,0.605
5.844,-0.02,0.586,0.605,-0.283,-0.312,0.595,0.0,-0.102,0.093,0.303,0.551,0.571
5.846,-0.02,0.556,0.576,-0.268,-0.298,0.566,0.02,-0.078,0.112,0.303,0.547,0.556
5.848,-0.034,0.527,0.561,-0.244,-0.298,0.542,0.024,-0.059,0.127,0.307,0.542,0.551
5.85,-0.034,0.508,0.542,-0.234,-0.288,0.522,0.034,-0.049,0.137,0.312,0.551,0.537
5.852,-0.029,0.488,0.517,-0.229,-0.273,0.503,0.034,-0.044,0.132,0.303,0.532,0.517
5.854,-0.02,0.488,0.508,-0.234,-0.264,0.498,0.054,-0.029,0.142,0.307,0.532,0.503
5.856,-0.02,0.493,0.512,-0.234,-0.268,0.503,0.054,-0.029,0.132,0.303,0.512,0.478
5.858,-0.034,0.449,0.483,-0.205,-0.259,0.464,0.073,-0.029,0.137,0.303,0.493,0.449
5.86,-0.029,0.449,0.478,-0.21,-0.254,0.464,0.063,-0.02,0.137,0.288,0.508,0.415
5.862,-0.034,0.439,0.473,-0.2,-0.254,0.454,0.073,0.0,0.142,0.273,0.464,0.381
5.864,-0.02,0.41,0.429,-0.195,-0.224,0.42,0.083,0.02,0.142,0.264,0.415,0.346
5.866,-0.01,0.39,0.4,-0.19,-0.205,0.395,0.098,0.029,0.161,0.259,0.405,0.337
5.868,-0.029,0.356,0.386,-0.161,-0.21,0.371,0.093,0.034,0.156,0.249,0.371,0.312
5.87,-0.034,0.337,0.371,-0.151,-0.205,0.351,0.102,0.034,0.151,0.239,0.361,0.303
5.872,-0.02,0.337,0.356,-0.156,-0.19,0.346,0.098,0.034,0.142,0.224,0.351,0.288
5.874,-0.024,0.303,0.327,-0.137,-0.176,0.312,0.112,0.034,0.146,0.215,0.337,0.268
5.876,-0.015,0.312,0.327,-0.146,-0.171,0.317,0.117,0.044,0.142,0.21,0.332,0.254
5.878,0.029,0.327,0.298,-0.176,-0.137,0.312,0.137,0.059,0.151,0.22,0.322,0.244
5.88,-0.015,0.273,0.288,-0.127,-0.151,0.278,0.102,0.044,0.137,0.195,0.327,0.215
5.882,-0.093,0.185,0.278,-0.044,-0.185,0.229,0.068,0.024,0.117,0.156,0.268,0.151
5.884,-0.049,0.185,0.234,-0.068,-0.142,0.21,0.093,0.044,0.117,0.146,0.229,0.132
5.886,-0.02,0.205,0.224,-0.093,-0.122,0.215,0.117,0.063,0.132,0.142,0.22,0.132
5.888,-0.029,0.171,0.2,-0.068,-0.117,0.185,0.112,0.068,0.122,0.127,0.2,0.107
5.89,-0.039,0.156,0.195,-0.059,-0.117,0.176,0.112,0.063,0.107,0.117,0.2,0.098
5.892,-0.034,0.156,0.19,-0.059,-0.112,0.171,0.112,0.063,0.102,0.098,0.181,0.078
5.894,-0.015,0.161,0.176,-0.073,-0.098,0.166,0.117,0.068,0.102,0.102,0.176,0.073
5.896,-0.054,0.122,0.176,-0.034,-0.117,0.146,0.107,0.059,0.073,0.078,0.156,0.034
5.898,-0.078,0.083,0.161,0.0,-0.122,0.122,0.098,0.034,0.054,0.059,0.132,-0.005
5.9,-0.029,0.132,0.161,-0.049,-0.098,0.146,0.127,0.068,0.073,0.078,0.161,0.01
5.902,-0.029,0.127,0.156,-0.049,-0.093,0.142,0.127,0.073,0.078,0.073,0.146,-0.015
5.904,-0.039,0.093,0.132,-0.024,-0.088,0.112,0.132,0.078,0.068,0.059,0.112,-0.034
5.906,-0.044,0.078,0.122,-0.015,-0.083,0.098,0.146,0.073,0.068,0.054,0.093,-0.039
5.908,-0.044,0.063,0.107,-0.01,-0.078,0.083,0.156,0.078,0.063,0.039,0.093,-0.039
5.91,-0.044,0.054,0.098,-0.005,-0.073,0.073,0.176,0.068,0.049,0.024,0.083,-0.044
5.912,-0.029,0.078,0.107,-0.024,-0.068,0.093,0.19,0.078,0.059,0.024,0.078,-0.044
5.914,-0.02,0.078,0.098,-0.029,-0.059,0.088,0.19,0.078,0.059,0.02,0.073,-0.044
5.916,-0.01,0.078,0.088,-0.034,-0.049,0.083,0.161,0.063,0.044,0.015,0.063,-0.049
5.918,0.0,0.078,0.078,-0.039,-0.039,0.078,0.156,0.068,0.044,0.015,0.063,-0.044
5.92,-0.039,0.054,0.093,-0.005,-0.068,0.073,0.146,0.059,0.039,0.005,0.083,-0.068
5.922,-0.054,0.029,0.083,0.015,-0.068,0.054,0.161,0.063,0.039,-0.005,0.054,-0.093
