Time (s),I,II,III,aVR,aVL,aVF,V1,V2,V3,V4,V5,V6
5.438,-0.034,-0.342,-0.307,0.19,0.137,-0.327,0.029,0.205,0.01,-1.078,-0.864,0.0
5.44,-0.02,-0.332,-0.312,0.176,0.146,-0.322,0.029,0.2,0.01,-1.083,-0.864,0.0
5.442,-0.01,-0.307,-0.298,0.161,0.142,-0.303,0.034,0.2,0.015,-1.074,-0.854,0.0
5.444,0.02,-0.288,-0.307,0.137,0.161,-0.298,0.024,0.2,0.02,-1.074,-0.844,0.0
5.446,-0.015,-0.312,-0.298,0.166,0.142,-0.307,0.02,0.19,0.02,-1.074,-0.849,0.0
5.448,-0.015,-0.327,-0.312,0.171,0.146,-0.322,0.015,0.185,0.02,-1.074,-0.849,0.0
5.45,-0.02,-0.337,-0.317,0.181,0.146,-0.327,0.015,0.19,0.039,-1.059,-0.834,0.0
5.452,-0.024,-0.322,-0.298,0.176,0.137,-0.312,-0.01,0.181,0.029,-1.069,-0.839,0.0
5.454,-0.02,-0.327,-0.307,0.176,0.142,-0.317,-0.015,0.171,0.024,-1.069,-0.839,0.0
5.456,0.0,-0.327,-0.327,0.166,0.161,-0.327,0.005,0.185,0.044,-1.044,-0.81,0.0
5.458,0.01,-0.322,-0.332,0.156,0.171,-0.327,0.005,0.195,0.054,-1.03,-0.8,0.0
5.46,0.01,-0.327,-0.337,0.161,0.171,-0.332,0.0,0.19,0.054,-1.03,-0.795,0.0
5.462,0.034,-0.293,-0.327,0.132,0.181,-0.312,-0.005,0.185,0.049,-1.035,-0.805,0.0
5.464,0.059,-0.273,-0.332,0.107,0.195,-0.303,-0.015,0.181,0.054,-1.035,-0.8,0.0
5.466,0.049,-0.278,-0.327,0.117,0.185,-0.303,-0.015,0.181,0.063,-1.03,-0.795,0.0
5.468,0.049,-0.278,-0.327,0.117,0.185,-0.303,-0.02,0.181,0.063,-1.02,-0.795,0.0
5.47,0.044,-0.273,-0.317,0.117,0.181,-0.298,-0.029,0.181,0.073,-1.01,-0.786,0.0
5.472,0.039,-0.249,-0.288,0.107,0.161,-0.268,-0.039,0.181,0.073,-1.015,-0.781,0.0
5.474,0.034,-0.254,-0.288,0.112,0.161,-0.273,-0.049,0.166,0.073,-1.015,-0.786,0.0
5.476,0.024,-0.273,-0.298,0.127,0.161,-0.288,-0.063,0.161,0.063,-1.02,-0.791,0.0
5.478,0.01,-0.312,-0.322,0.151,0.166,-0.317,-0.083,0.146,0.059,-1.03,-0.791,0.0
5.48,-0.01,-0.337,-0.327,0.176,0.156,-0.332,-0.088,0.146,0.054,-1.025,-0.791,0.0
5.482,-0.005,-0.332,-0.327,0.171,0.161,-0.332,-0.093,0.142,0.059,-1.02,-0.786,0.0
5.484,-0.015,-0.337,-0.322,0.176,0.151,-0.332,-0.098,0.137,0.063,-1.02,-0.781,0.0
5.486,0.039,-0.307,-0.346,0.137,0.19,-0.327,-0.078,0.161,0.098,-0.981,-0.752,0.0
5.488,0.112,-0.215,-0.327,0.054,0.22,-0.273,-0.059,0.185,0.132,-0.952,-0.722,0.0
5.49,0.127,-0.19,-0.317,0.034,0.22,-0.254,-0.063,0.185,0.146,-0.932,-0.708,0.0
5.492,0.117,-0.21,-0.327,0.049,0.22,-0.268,-0.068,0.195,0.156,-0.917,-0.693,0.0
5.494,0.122,-0.205,-0.327,0.044,0.224,-0.268,-0.083,0.181,0.161,-0.917,-0.698,0.0
5.496,0.122,-0.22,-0.342,0.049,0.229,-0.283,-0.093,0.181,0.161,-0.903,-0.693,0.0
5.498,0.122,-0.22,-0.342,0.049,0.229,-0.283,-0.098,0.171,0.171,-0.893,-0.678,0.0
5.5,0.132,-0.22,-0.351,0.044,0.239,-0.288,-0.107,0.161,0.171,-0.898,-0.678,0.0
5.502,0.117,-0.229,-0.346,0.059,0.229,-0.288,-0.112,0.156,0.176,-0.888,-0.664,0.0
5.504,0.132,-0.224,-0.356,0.049,0.244,-0.293,-0.112,0.156,0.185,-0.883,-0.659,0.0
5.506,0.137,-0.249,-0.386,0.059,0.259,-0.317,-0.122,0.151,0.185,-0.878,-0.654,0.0
5.508,0.127,-0.264,-0.39,0.068,0.259,-0.327,-0.132,0.146,0.19,-0.874,-0.649,0.0
5.51,0.112,-0.239,-0.351,0.063,0.229,-0.298,-0.161,0.122,0.185,-0.883,-0.654,0.0
5.512,0.102,-0.244,-0.346,0.073,0.224,-0.298,-0.176,0.112,0.185,-0.874,-0.654,0.0
5.514,0.102,-0.239,-0.342,0.068,0.22,-0.293,-0.176,0.112,0.195,-0.864,-0.639,0.0
5.516,0.117,-0.249,-0.366,0.068,0.239,-0.307,-0.181,0.107,0.195,-0.854,-0.639,0.0
5.518,0.142,-0.22,-0.361,0.039,0.249,-0.293,-0.181,0.112,0.205,-0.839,-0.625,0.0
5.52,0.176,-0.185,-0.361,0.005,0.268,-0.273,-0.181,0.117,0.21,-0.83,-0.615,0.0
5.522,0.171,-0.2,-0.371,0.015,0.268,-0.288,-0.185,0.112,0.215,-0.83,-0.605,0.0
5.524,0.176,-0.195,-0.371,0.01,0.273,-0.283,-0.171,0.122,0.224,-0.805,-0.586,0.0
5.526,0.195,-0.161,-0.356,-0.015,0.273,-0.259,-0.171,0.112,0.229,-0.81,-0.581,0.0
5.528,0.181,-0.181,-0.361,0.0,0.268,-0.273,-0.176,0.102,0.224,-0.81,-0.581,0.0
5.53,0.166,-0.19,-0.356,0.015,0.259,-0.273,-0.185,0.088,0.224,-0.81,-0.581,0.0
5.532,0.146,-0.195,-0.342,0.024,0.244,-0.268,-0.195,0.078,0.215,-0.815,-0.581,0.0
5.534,0.151,-0.2,-0.351,0.024,0.249,-0.278,-0.195,0.078,0.22,-0.82,-0.581,0.0
5.536,0.112,-0.234,-0.346,0.063,0.229,-0.293,-0.215,0.059,0.205,-0.83,-0.59,0.0
5.538,0.039,-0.283,-0.322,0.122,0.181,-0.303,-0.234,0.039,0.195,-0.844,-0.605,0.0
5.54,0.078,-0.244,-0.322,0.083,0.2,-0.283,-0.234,0.044,0.2,-0.834,-0.6,0.0
5.542,0.112,-0.19,-0.303,0.039,0.205,-0.249,-0.239,0.039,0.205,-0.83,-0.59,0.0
5.544,0.142,-0.161,-0.303,0.01,0.22,-0.234,-0.244,0.044,0.215,-0.815,-0.571,0.0
5.546,0.166,-0.132,-0.298,-0.015,0.229,-0.215,-0.229,0.059,0.234,-0.795,-0.551,0.0
5.548,0.205,-0.083,-0.288,-0.059,0.244,-0.185,-0.224,0.054,0.234,-0.786,-0.547,0.0
5.55,0.22,-0.093,-0.312,-0.063,0.264,-0.205,-0.22,0.049,0.244,-0.781,-0.547,0.0
5.552,0.2,-0.117,-0.317,-0.039,0.259,-0.22,-0.22,0.054,0.249,-0.771,-0.527,0.0
5.554,0.2,-0.098,-0.298,-0.049,0.249,-0.2,-0.234,0.049,0.249,-0.766,-0.532,0.0
5.556,0.215,-0.078,-0.293,-0.068,0.254,-0.185,-0.254,0.039,0.244,-0.771,-0.537,0.0
5.558,0.195,-0.112,-0.307,-0.039,0.249,-0.21,-0.259,0.034,0.239,-0.771,-0.537,0.0
5.56,0.176,-0.122,-0.298,-0.024,0.234,-0.21,-0.268,0.024,0.224,-0.786,-0.551,0.0
5.562,0.176,-0.122,-0.298,-0.024,0.234,-0.21,-0.273,0.01,0.215,-0.8,-0.561,0.0
5.564,0.161,-0.132,-0.293,-0.015,0.224,-0.215,-0.273,0.0,0.2,-0.805,-0.571,0.0
5.566,0.151,-0.142,-0.293,-0.005,0.22,-0.22,-0.264,0.0,0.2,-0.815,-0.576,0.0
5.568,0.122,-0.176,-0.298,0.029,0.21,-0.239,-0.268,-0.01,0.185,-0.83,-0.586,0.0
5.57,0.098,-0.2,-0.298,0.054,0.195,-0.249,-0.278,-0.015,0.176,-0.839,-0.6,0.0
5.572,0.093,-0.195,-0.288,0.054,0.19,-0.244,-0.273,-0.02,0.161,-0.854,-0.61,0.0
5.574,0.073,-0.22,-0.293,0.073,0.181,-0.259,-0.278,-0.024,0.146,-0.869,-0.62,0.0
5.576,0.059,-0.268,-0.327,0.107,0.19,-0.298,-0.268,-0.01,0.151,-0.869,-0.615,0.0
5.578,0.068,-0.249,-0.317,0.093,0.19,-0.283,-0.278,-0.02,0.137,-0.878,-0.63,0.0
5.58,0.059,-0.229,-0.288,0.088,0.171,-0.259,-0.283,-0.02,0.122,-0.888,-0.644,0.0
5.582,0.083,-0.234,-0.317,0.078,0.2,-0.278,-0.254,-0.005,0.137,-0.883,-0.639,0.0
5.584,0.102,-0.215,-0.317,0.059,0.21,-0.268,-0.229,0.005,0.142,-0.869,-0.625,0.0
5.586,0.093,-0.195,-0.288,0.054,0.19,-0.244,-0.224,0.005,0.137,-0.888,-0.639,0.0
5.588,0.107,-0.185,-0.293,0.039,0.2,-0.239,-0.215,0.0,0.127,-0.898,-0.654,0.0
5.59,0.098,-0.195,-0.293,0.049,0.195,-0.244,-0.21,0.0,0.117,-0.903,-0.654,0.0
5.592,0.088,-0.215,-0.303,0.063,0.195,-0.259,-0.2,0.005,0.117,-0.908,-0.659,0.0
5.594,0.083,-0.215,-0.298,0.068,0.19,-0.259,-0.195,0.01,0.112,-0.922,-0.673,0.0
5.596,0.063,-0.21,-0.273,0.073,0.166,-0.244,-0.195,0.015,0.102,-0.932,-0.678,0.0
5.598,0.059,-0.229,-0.288,0.088,0.171,-0.259,-0.19,0.02,0.093,-0.952,-0.693,0.0
5.6,0.054,-0.244,-0.298,0.098,0.176,-0.273,-0.185,0.02,0.078,-0.966,-0.708,0.0
5.602,0.015,-0.268,-0.283,0.127,0.146,-0.278,-0.185,0.015,0.063,-0.986,-0.727,0.0
5.604,-0.034,-0.303,-0.268,0.171,0.117,-0.288,-0.185,0.01,0.054,-0.996,-0.737,0.0
5.606,-0.059,-0.303,-0.244,0.181,0.093,-0.273,-0.185,0.015,0.049,-1.005,-0.752,0.0
5.608,-0.054,-0.322,-0.268,0.19,0.107,-0.298,-0.185,0.02,0.039,-1.015,-0.766,0.0
5.61,-0.039,-0.298,-0.259,0.171,0.107,-0.278,-0.181,0.029,0.044,-1.015,-0.766,0.0
5.612,-0.039,-0.278,-0.239,0.161,0.098,-0.259,-0.156,0.049,0.049,-1.015,-0.766,0.0
5.614,-0.039,-0.273,-0.234,0.156,0.098,-0.254,-0.151,0.054,0.044,-1.02,-0.771,0.0
5.616,0.0,-0.229,-0.229,0.117,0.112,-0.229,-0.142,0.068,0.049,-1.02,-0.776,0.0
5.618,0.034,-0.195,-0.229,0.083,0.132,-0.215,-0.132,0.083,0.054,-1.02,-0.776,0.0
5.62,0.039,-0.195,-0.234,0.078,0.137,-0.215,-0.102,0.102,0.063,-1.01,-0.761,0.0
5.622,0.01,-0.195,-0.205,0.093,0.107,-0.2,-0.102,0.107,0.059,-1.02,-0.771,0.0
5.624,0.02,-0.2,-0.22,0.093,0.117,-0.21,-0.093,0.117,0.059,-1.02,-0.771,0.0
5.626,0.005,-0.2,-0.205,0.098,0.102,-0.205,-0.088,0.117,0.059,-1.025,-0.776,0.0
5.628,-0.049,-0.259,-0.21,0.156,0.078,-0.234,-0.078,0.122,0.054,-1.035,-0.791,0.0
5.63,-0.083,-0.293,-0.21,0.19,0.063,-0.254,-0.083,0.127,0.054,-1.035,-0.791,0.0
5.632,-0.073,-0.283,-0.21,0.181,0.068,-0.249,-0.073,0.132,0.044,-1.039,-0.8,0.0
5.634,-0.049,-0.264,-0.215,0.156,0.083,-0.239,-0.063,0.146,0.054,-1.039,-0.8,0.0
5.636,-0.034,-0.259,-0.224,0.146,0.093,-0.244,-0.044,0.166,0.059,-1.035,-0.791,0.0
5.638,-0.02,-0.264,-0.244,0.142,0.112,-0.254,-0.02,0.185,0.068,-1.025,-0.791,0.0
5.64,-0.039,-0.278,-0.239,0.161,0.098,-0.259,-0.01,0.2,0.068,-1.03,-0.791,0.0
5.642,-0.049,-0.268,-0.22,0.161,0.083,-0.244,-0.005,0.2,0.068,-1.035,-0.8,0.0
5.644,-0.054,-0.273,-0.22,0.166,0.083,-0.249,0.0,0.21,0.063,-1.039,-0.8,0.0
5.646,-0.063,-0.312,-0.249,0.19,0.093,-0.283,0.015,0.215,0.068,-1.044,-0.8,0.0
5.648,-0.044,-0.288,-0.244,0.166,0.098,-0.268,0.02,0.215,0.063,-1.044,-0.8,0.0
5.65,-0.054,-0.298,-0.244,0.176,0.093,-0.273,0.024,0.22,0.073,-1.035,-0.791,0.0
5.652,-0.059,-0.293,-0.234,0.176,0.088,-0.264,0.034,0.234,0.078,-1.03,-0.791,0.0
5.654,-0.034,-0.278,-0.244,0.156,0.102,-0.264,0.049,0.234,0.083,-1.03,-0.795,0.0
5.656,-0.024,-0.264,-0.239,0.146,0.107,-0.254,0.063,0.249,0.083,-1.03,-0.786,0.0
5.658,-0.063,-0.283,-0.22,0.176,0.078,-0.254,0.063,0.239,0.073,-1.044,-0.805,0.0
5.66,-0.102,-0.351,-0.249,0.229,0.073,-0.303,0.049,0.224,0.049,-1.064,-0.825,0.0
5.662,-0.117,-0.376,-0.259,0.249,0.068,-0.317,0.044,0.215,0.044,-1.074,-0.834,0.0
5.664,-0.098,-0.346,-0.249,0.224,0.073,-0.298,0.044,0.22,0.039,-1.069,-0.834,0.0
5.666,-0.083,-0.351,-0.268,0.22,0.093,-0.312,0.049,0.239,0.049,-1.059,-0.83,0.0
5.668,-0.107,-0.356,-0.249,0.234,0.068,-0.303,0.059,0.244,0.054,-1.064,-0.83,0.0
5.67,-0.083,-0.322,-0.239,0.205,0.078,-0.283,0.059,0.244,0.054,-1.054,-0.82,0.0
5.672,-0.063,-0.317,-0.254,0.19,0.093,-0.288,0.073,0.264,0.073,-1.035,-0.8,0.0
5.674,-0.063,-0.303,-0.239,0.185,0.088,-0.273,0.068,0.254,0.068,-1.039,-0.81,0.0
5.676,-0.068,-0.293,-0.224,0.181,0.078,-0.259,0.063,0.244,0.054,-1.054,-0.825,0.0
5.678,-0.054,-0.259,-0.205,0.156,0.073,-0.234,0.059,0.239,0.054,-1.054,-0.82,0.0
5.68,-0.044,-0.244,-0.2,0.146,0.078,-0.224,0.063,0.239,0.049,-1.059,-0.825,0.0
5.682,-0.063,-0.278,-0.215,0.171,0.073,-0.249,0.073,0.239,0.049,-1.054,-0.82,0.0
5.684,-0.083,-0.288,-0.205,0.185,0.059,-0.249,0.078,0.239,0.054,-1.054,-0.815,0.0
5.686,-0.093,-0.298,-0.205,0.195,0.054,-0.254,0.083,0.229,0.044,-1.059,-0.825,0.0
5.688,-0.112,-0.303,-0.19,0.21,0.039,-0.249,0.078,0.22,0.029,-1.074,-0.839,0.0
5.69,-0.127,-0.288,-0.161,0.21,0.015,-0.224,0.063,0.21,0.024,-1.083,-0.849,0.0
5.692,-0.142,-0.342,-0.2,0.244,0.029,-0.273,0.063,0.215,0.02,-1.078,-0.849,0.0
5.694,-0.166,-0.356,-0.19,0.264,0.01,-0.273,0.059,0.21,0.01,-1.093,-0.859,0.0
5.696,-0.156,-0.346,-0.19,0.254,0.015,-0.268,0.068,0.215,0.02,-1.083,-0.849,0.0
5.698,-0.098,-0.307,-0.21,0.205,0.054,-0.259,0.088,0.234,0.034,-1.064,-0.83,0.0
5.7,-0.098,-0.288,-0.19,0.195,0.044,-0.239,0.093,0.239,0.034,-1.059,-0.83,0.0
5.702,-0.112,-0.298,-0.185,0.205,0.034,-0.244,0.093,0.244,0.034,-1.059,-0.83,0.0
5.704,-0.112,-0.283,-0.171,0.2,0.029,-0.229,0.102,0.254,0.039,-1.044,-0.815,0.0
5.706,-0.107,-0.264,-0.156,0.185,0.024,-0.21,0.098,0.254,0.044,-1.039,-0.81,0.0
5.708,-0.102,-0.268,-0.166,0.185,0.029,-0.22,0.102,0.259,0.044,-1.039,-0.81,0.0
5.71,-0.059,-0.229,-0.171,0.146,0.054,-0.2,0.107,0.259,0.049,-1.035,-0.805,0.0
5.712,-0.049,-0.224,-0.176,0.137,0.063,-0.2,0.112,0.259,0.054,-1.02,-0.8,0.0
5.714,-0.054,-0.244,-0.19,0.151,0.068,-0.22,0.112,0.259,0.049,-1.03,-0.8,0.0
5.716,-0.063,-0.264,-0.2,0.166,0.068,-0.234,0.112,0.259,0.044,-1.03,-0.805,0.0
5.718,-0.083,-0.298,-0.215,0.19,0.063,-0.259,0.112,0.254,0.039,-1.03,-0.81,0.0
5.72,-0.112,-0.322,-0.21,0.22,0.049,-0.268,0.083,0.229,0.015,-1.049,-0.834,0.0
5.722,-0.166,-0.356,-0.19,0.264,0.01,-0.273,0.078,0.224,0.015,-1.049,-0.834,0.0
5.724,-0.171,-0.376,-0.205,0.273,0.015,-0.293,0.078,0.224,0.01,-1.049,-0.834,0.0
5.726,-0.166,-0.376,-0.21,0.273,0.02,-0.293,0.063,0.22,0.01,-1.054,-0.839,0.0
5.728,-0.156,-0.356,-0.2,0.259,0.02,-0.278,0.093,0.254,0.039,-1.015,-0.81,0.0
5.73,-0.093,-0.307,-0.215,0.2,0.059,-0.264,0.122,0.278,0.063,-0.986,-0.776,0.0
5.732,-0.029,-0.249,-0.22,0.142,0.093,-0.234,0.132,0.283,0.078,-0.976,-0.766,0.0
5.734,-0.044,-0.264,-0.22,0.156,0.088,-0.244,0.127,0.278,0.068,-0.981,-0.771,0.0
5.736,-0.054,-0.273,-0.22,0.166,0.083,-0.249,0.127,0.273,0.073,-0.976,-0.766,0.0
5.738,-0.054,-0.268,-0.215,0.161,0.078,-0.244,0.117,0.264,0.068,-0.981,-0.766,0.0
5.74,-0.063,-0.254,-0.19,0.161,0.063,-0.224,0.107,0.259,0.059,-0.986,-0.776,0.0
5.742,-0.068,-0.244,-0.176,0.156,0.054,-0.21,0.098,0.249,0.054,-0.986,-0.781,0.0
5.744,-0.073,-0.249,-0.176,0.161,0.049,-0.215,0.093,0.249,0.059,-0.986,-0.776,0.0
5.746,-0.068,-0.254,-0.185,0.161,0.059,-0.22,0.093,0.254,0.059,-0.981,-0.771,0.0
5.748,-0.078,-0.278,-0.2,0.181,0.059,-0.239,0.093,0.254,0.063,-0.976,-0.771,0.0
5.75,-0.078,-0.264,-0.185,0.171,0.054,-0.224,0.098,0.264,0.073,-0.961,-0.756,0.0
5.752,-0.093,-0.254,-0.161,0.176,0.034,-0.21,0.098,0.268,0.083,-0.956,-0.752,0.0
5.754,-0.102,-0.249,-0.146,0.176,0.02,-0.2,0.088,0.254,0.068,-0.976,-0.766,0.0
5.756,-0.107,-0.283,-0.176,0.195,0.034,-0.229,0.083,0.239,0.063,-0.981,-0.771,0.0
5.758,-0.107,-0.283,-0.176,0.195,0.034,-0.229,0.088,0.234,0.059,-0.981,-0.771,0.0
5.76,-0.093,-0.273,-0.181,0.185,0.044,-0.229,0.102,0.234,0.063,-0.981,-0.776,0.0
5.762,-0.102,-0.273,-0.171,0.19,0.034,-0.224,0.102,0.234,0.059,-0.981,-0.776,0.0
5.764,-0.117,-0.273,-0.156,0.195,0.02,-0.215,0.078,0.224,0.059,-0.991,-0.781,0.0
5.766,-0.117,-0.278,-0.161,0.2,0.02,-0.22,0.073,0.229,0.054,-0.986,-0.781,0.0
5.768,-0.102,-0.259,-0.156,0.181,0.024,-0.21,0.073,0.229,0.059,-0.976,-0.776,0.0
5.77,-0.068,-0.229,-0.161,0.151,0.044,-0.195,0.088,0.244,0.078,-0.956,-0.756,0.0
5.772,-0.044,-0.229,-0.185,0.137,0.068,-0.21,0.102,0.259,0.098,-0.937,-0.732,0.0
5.774,-0.034,-0.21,-0.176,0.122,0.068,-0.195,0.107,0.254,0.093,-0.937,-0.732,0.0
5.776,-0.059,-0.239,-0.181,0.151,0.059,-0.21,0.112,0.244,0.088,-0.937,-0.732,0.0
5.778,-0.088,-0.298,-0.21,0.195,0.059,-0.254,0.112,0.234,0.088,-0.947,-0.737,0.0
5.78,-0.088,-0.298,-0.21,0.195,0.059,-0.254,0.102,0.229,0.078,-0.956,-0.747,0.0
5.782,-0.112,-0.322,-0.21,0.22,0.049,-0.268,0.102,0.229,0.078,-0.952,-0.747,0.0
5.784,-0.132,-0.332,-0.2,0.234,0.034,-0.268,0.112,0.239,0.083,-0.947,-0.737,0.0
5.786,-0.102,-0.278,-0.176,0.19,0.034,-0.229,0.117,0.234,0.083,-0.952,-0.737,0.0
5.788,-0.083,-0.259,-0.176,0.171,0.044,-0.22,0.127,0.239,0.088,-0.942,-0.732,0.0
5.79,-0.098,-0.244,-0.146,0.171,0.024,-0.195,0.122,0.229,0.083,-0.952,-0.737,0.0
5.792,-0.122,-0.268,-0.146,0.195,0.01,-0.21,0.107,0.224,0.073,-0.956,-0.747,0.0
5.794,-0.112,-0.288,-0.176,0.2,0.029,-0.234,0.107,0.22,0.083,-0.947,-0.737,0.0
5.796,-0.127,-0.268,-0.142,0.2,0.005,-0.205,0.093,0.21,0.068,-0.956,-0.747,0.0
5.798,-0.122,-0.264,-0.142,0.195,0.01,-0.205,0.102,0.22,0.073,-0.952,-0.737,0.0
5.8,-0.117,-0.249,-0.132,0.185,0.005,-0.19,0.093,0.205,0.059,-0.961,-0.747,0.0
5.802,-0.117,-0.264,-0.146,0.19,0.015,-0.205,0.088,0.19,0.049,-0.971,-0.761,0.0
5.804,-0.112,-0.293,-0.181,0.205,0.034,-0.239,0.088,0.2,0.049,-0.966,-0.752,0.0
5.806,-0.142,-0.312,-0.171,0.229,0.015,-0.244,0.078,0.19,0.049,-0.966,-0.752,0.0
5.808,-0.176,-0.312,-0.137,0.244,-0.02,-0.224,0.068,0.19,0.049,-0.966,-0.761,0.0
5.81,-0.171,-0.293,-0.122,0.234,-0.024,-0.21,0.078,0.195,0.054,-0.952,-0.752,0.0
5.812,-0.151,-0.264,-0.112,0.21,-0.02,-0.19,0.073,0.2,0.063,-0.942,-0.742,0.0
5.814,-0.142,-0.273,-0.132,0.21,-0.005,-0.205,0.059,0.195,0.063,-0.937,-0.737,0.0
5.816,-0.142,-0.268,-0.127,0.205,-0.01,-0.2,0.059,0.19,0.063,-0.947,-0.742,0.0
5.818,-0.137,-0.259,-0.122,0.2,-0.01,-0.19,0.049,0.181,0.054,-0.947,-0.747,0.0
5.82,-0.137,-0.278,-0.142,0.21,0.0,-0.21,0.034,0.166,0.039,-0.966,-0.766,0.0
5.822,-0.127,-0.273,-0.146,0.2,0.01,-0.21,0.049,0.176,0.049,-0.952,-0.747,0.0
5.824,-0.161,-0.268,-0.107,0.215,-0.029,-0.19,0.059,0.185,0.054,-0.942,-0.742,0.0
5.826,-0.146,-0.278,-0.132,0.215,-0.01,-0.205,0.054,0.181,0.049,-0.952,-0.742,0.0
5.828,-0.132,-0.268,-0.137,0.2,0.0,-0.205,0.063,0.195,0.063,-0.932,-0.722,0.0
5.83,-0.137,-0.278,-0.142,0.21,0.0,-0.21,0.063,0.2,0.073,-0.922,-0.717,0.0
5.832,-0.151,-0.288,-0.137,0.22,-0.01,-0.215,0.049,0.185,0.068,-0.927,-0.732,0.0
5.834,-0.166,-0.278,-0.112,0.224,-0.029,-0.195,0.02,0.166,0.049,-0.952,-0.747,0.0
5.836,-0.176,-0.268,-0.093,0.224,-0.044,-0.181,0.005,0.156,0.034,-0.961,-0.761,0.0
5.838,-0.181,-0.278,-0.098,0.229,-0.044,-0.19,0.02,0.171,0.049,-0.952,-0.752,0.0
5.84,-0.195,-0.283,-0.088,0.239,-0.054,-0.185,0.01,0.161,0.044,-0.956,-0.756,0.0
5.842,-0.161,-0.278,-0.117,0.22,-0.024,-0.2,0.02,0.166,0.049,-0.952,-0.756,0.0
5.844,-0.122,-0.234,-0.112,0.181,-0.005,-0.176,0.034,0.181,0.054,-0.937,-0.742,0.0
5.846,-0.132,-0.249,-0.117,0.19,-0.01,-0.185,0.039,0.181,0.059,-0.937,-0.737,0.0
5.848,-0.137,-0.288,-0.151,0.215,0.005,-0.22,0.039,0.185,0.063,-0.932,-0.742,0.0
5.85,-0.132,-0.288,-0.156,0.21,0.01,-0.224,0.059,0.205,0.073,-0.922,-0.742,0.0
5.852,-0.102,-0.283,-0.181,0.195,0.039,-0.234,0.078,0.224,0.088,-0.917,-0.727,0.0
5.854,-0.073,-0.278,-0.205,0.176,0.063,-0.244,0.073,0.249,0.098,-0.913,-0.722,0.0
5.856,-0.073,-0.283,-0.21,0.181,0.068,-0.249,0.068,0.268,0.117,-0.908,-0.722,0.0
5.858,-0.078,-0.283,-0.205,0.181,0.063,-0.244,0.073,0.288,0.137,-0.898,-0.708,0.0
5.86,-0.098,-0.303,-0.205,0.2,0.054,-0.254,0.078,0.303,0.161,-0.878,-0.698,0.0
5.862,-0.112,-0.342,-0.229,0.229,0.059,-0.288,0.049,0.303,0.185,-0.864,-0.693,0.0
5.864,-0.107,-0.356,-0.249,0.234,0.068,-0.303,0.015,0.303,0.229,-0.815,-0.673,0.0
5.866,-0.049,-0.337,-0.288,0.195,0.117,-0.312,0.0,0.327,0.322,-0.712,-0.586,0.0
5.868,0.015,-0.298,-0.312,0.142,0.161,-0.307,-0.01,0.366,0.439,-0.586,-0.483,0.0
5.87,0.054,-0.239,-0.293,0.093,0.171,-0.268,-0.029,0.405,0.566,-0.449,-0.371,0.0
5.872,0.068,-0.21,-0.278,0.073,0.171,-0.244,-0.039,0.439,0.678,-0.327,-0.273,0.0
5.874,0.142,-0.156,-0.298,0.01,0.22,-0.229,-0.034,0.483,0.81,-0.19,-0.161,0.0
5.876,0.19,-0.093,-0.283,-0.049,0.234,-0.19,-0.054,0.512,0.932,-0.059,-0.049,0.0
5.878,0.249,-0.059,-0.307,-0.093,0.278,-0.185,-0.068,0.576,1.064,0.083,0.059,0.0
5.88,0.307,0.005,-0.303,-0.156,0.303,-0.151,-0.088,0.625,1.181,0.205,0.156,0.0
5.882,0.356,0.059,-0.298,-0.205,0.327,-0.122,-0.107,0.654,1.303,0.327,0.249,0.0
5.884,0.376,0.059,-0.317,-0.215,0.346,-0.132,-0.137,0.664,1.381,0.41,0.312,0.0
5.886,0.342,0.034,-0.307,-0.185,0.322,-0.137,-0.166,0.639,1.362,0.395,0.298,0.0
5.888,0.283,-0.005,-0.288,-0.137,0.283,-0.146,-0.166,0.59,1.24,0.264,0.2,0.0
5.89,0.181,-0.059,-0.239,-0.059,0.21,-0.151,-0.122,0.517,1.005,0.02,0.01,0.0
5.892,0.063,-0.107,-0.171,0.024,0.117,-0.142,-0.054,0.434,0.712,-0.273,-0.2,0.0
5.894,-0.039,-0.112,-0.073,0.078,0.015,-0.093,0.039,0.366,0.464,-0.522,-0.361,0.0
5.896,-0.117,-0.098,0.02,0.107,-0.068,-0.039,0.093,0.254,0.185,-0.776,-0.527,0.0
5.898,-0.229,-0.127,0.102,0.181,-0.166,-0.015,0.146,0.083,-0.19,-1.098,-0.761,0.0
5.9,-0.312,-0.2,0.112,0.259,-0.215,-0.044,0.195,-0.024,-0.464,-1.362,-0.961,0.0
5.902,-0.332,-0.283,0.049,0.307,-0.19,-0.117,0.239,-0.029,-0.576,-1.513,-1.103,0.0
5.904,-0.356,-0.376,-0.02,0.366,-0.171,-0.2,0.268,-0.02,-0.634,-1.606,-1.2,0.0
5.906,-0.386,-0.439,-0.054,0.415,-0.166,-0.249,0.268,-0.015,-0.639,-1.62,-1.235,0.0
5.908,-0.4,-0.478,-0.078,0.439,-0.161,-0.278,0.278,0.015,-0.615,-1.61,-1.24,0.0
5.91,-0.41,-0.508,-0.098,0.459,-0.156,-0.303,0.298,0.063,-0.551,-1.562,-1.215,0.0
5.912,-0.42,-0.483,-0.063,0.454,-0.181,-0.273,0.332,0.127,-0.488,-1.503,-1.181,0.0
5.914,-0.464,-0.508,-0.044,0.488,-0.21,-0.278,0.371,0.21,-0.42,-1.454,-1.157,0.0
